accommodates,price,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,availability_90,number_of_reviews,amenities,number_of_reviews_l30d,bedrooms,beds,minimum_nights,review_scores_cleanliness,review_scores_location,review_scores_value,calculated_host_listings_count_entire_homes,latitude,longitude,bathroom_number,air_conditioning,kitchen,coffee_maker,elevator,distance
4,458,la Dreta de l'Eixample,Eixample,Entire home/apt,86,10,"[""Fire extinguisher"", ""Stove"", ""Air conditioning"", ""Cooking basics"", ""Security cameras on property"", ""High chair"", ""Hangers"", ""Bathtub"", ""TV"", ""Microwave"", ""Extra pillows and blankets"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""First aid kit"", ""Wifi"", ""Dishes and silverware"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Crib"", ""Private entrance"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Washer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Building staff""]",1,3.0,6.0,1,4.9,4.7,4.3,7,41.39425,2.16764,2.0,1,1,1,0,0.3974116693827623
5,455,el Besòs i el Maresme,Sant Martí,Entire home/apt,51,4,"[""Fire extinguisher"", ""Cooking basics"", ""Pocket wifi"", ""Sound system"", ""Dining table"", ""Private patio or balcony"", ""Room-darkening shades"", ""Hangers"", ""Cleaning products"", ""Central air conditioning"", ""Microwave"", ""Toaster"", ""Extra pillows and blankets"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""HDTV"", ""Waterfront"", ""Paid parking garage on premises"", ""Coffee maker"", ""Free street parking"", ""Kitchen"", ""Hot water"", ""First aid kit"", ""Dishes and silverware"", ""Heating"", ""Free parking on premises"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Free dryer"", ""Body soap"", ""Long term stays allowed"", ""Oven"", ""Clothing storage: walk-in closet"", ""Outdoor dining area"", ""Shampoo"", ""Hair dryer"", ""Smoke alarm"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Beachfront"", ""Boat slip"", ""Window guards""]",0,2.0,3.0,2,4.0,4.25,3.5,1,41.41375,2.22955,2.0,0,1,1,0,5.9310859823478275
4,454,el Fort Pienc,Eixample,Entire home/apt,89,9,"[""Baking sheet"", ""Cooking basics"", ""Dining table"", ""Private patio or balcony"", ""High chair"", ""Room-darkening shades"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Cleaning products"", ""Central air conditioning"", ""Toaster"", ""Extra pillows and blankets"", ""Cleaning before checkout"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Single level home"", ""Korres, natural (plants from Greece) body soap"", ""Dishwasher"", ""Clothing storage: closet, dresser, and walk-in closet"", ""Coffee maker"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Nespresso machine"", ""Board games"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Smeg gas stove"", ""Elevator"", ""Crib"", ""Host greets you"", ""Mosquito net"", ""Oven"", ""Long term stays allowed"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Rice maker"", ""Korres (natural brand using plants from Greece) conditioner""]",0,2.0,2.0,8,5.0,5.0,4.75,2,41.39285,2.17947,1.5,0,1,1,1,1.2133620906627833
4,453,la Dreta de l'Eixample,Eixample,Entire home/apt,78,4,"[""Baking sheet"", ""Cooking basics"", ""Dining table"", ""Private patio or balcony"", ""High chair"", ""Room-darkening shades"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Cleaning products"", ""Central air conditioning"", ""Korres shampoo"", ""Toaster"", ""Korres  conditioner"", ""Extra pillows and blankets"", ""Cleaning before checkout"", ""Iron"", ""Wine glasses"", ""Dishwasher"", ""Coffee maker"", ""Drying rack for clothing"", ""Hot water"", ""Clothing storage: dresser, walk-in closet, and closet"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Heating"", ""Nespresso machine"", ""Board games"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Smeg stainless steel gas stove"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Rice maker""]",0,2.0,2.0,8,5.0,5.0,4.75,2,41.39127,2.17569,1.5,0,1,1,1,0.8846701536497207
8,452,el Poble Sec,Sants-Montjuïc,Entire home/apt,1,69,"[""Air conditioning"", ""Dryer"", ""Smart lock"", ""Hangers"", ""Hot water kettle"", ""Cleaning products"", ""TV"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Patio or balcony"", ""Clothing storage""]",0,3.0,7.0,2,4.26,4.68,4.33,161,41.37363,2.16919,2.0,1,1,1,1,1.9871448635395992
9,452,la Dreta de l'Eixample,Eixample,Entire home/apt,62,13,"[""Air conditioning"", ""Dryer"", ""Smart lock"", ""Hangers"", ""Hot water kettle"", ""Cleaning products"", ""TV"", ""Toaster"", ""Iron"", ""Shower gel"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Washer"", ""Patio or balcony"", ""Clothing storage""]",0,4.0,7.0,2,3.46,4.15,3.77,161,41.39499,2.17183,2.0,1,1,1,1,0.7007521411054326
8,451,la Maternitat i Sant Ramon,Les Corts,Entire home/apt,64,17,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Dryer"", ""Dining table"", ""High chair"", ""Private patio or balcony"", ""Smart lock"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""TV"", ""Microwave"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Body soap"", ""Elevator"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Hair dryer"", ""Washer"", ""Dedicated workspace"", ""Outdoor furniture""]",1,3.0,4.0,1,4.88,3.94,4.65,97,41.36329,2.11168,3.5,1,1,1,1,5.4323463863094075
4,451,la Vila de Gràcia,Gràcia,Entire home/apt,54,4,"[""Kitchen"", ""Long term stays allowed"", ""Wifi"", ""Shampoo"", ""Heating"", ""Air conditioning"", ""TV"", ""Cooking basics"", ""Essentials"", ""Elevator""]",0,2.0,3.0,2,5.0,5.0,4.5,4,41.39735,2.15722,1.0,1,1,0,1,0.9449932221266505
8,450,Vallcarca i els Penitents,Gràcia,Entire home/apt,44,11,"[""Air conditioning"", ""Ethernet connection"", ""Private patio or balcony"", ""BBQ grill"", ""Hangers"", ""TV"", ""Microwave"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Backyard"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Crib"", ""Private pool"", ""Long term stays allowed"", ""Oven"", ""Hair dryer"", ""Washer""]",0,6.0,13.0,3,3.7,4.5,4.3,18,41.41813,2.14071,3.0,1,1,1,0,3.616286471588311
4,450,la Dreta de l'Eixample,Eixample,Entire home/apt,68,6,"[""Cable TV"", ""Fire extinguisher"", ""Stove"", ""Air conditioning"", ""Cooking basics"", ""Security cameras on property"", ""Ethernet connection"", ""Bathtub"", ""Microwave"", ""Extra pillows and blankets"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""First aid kit"", ""Wifi"", ""Dishes and silverware"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Paid parking off premises"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""TV with standard cable"", ""Washer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Building staff""]",0,2.0,4.0,1,4.83,4.67,4.33,7,41.39502,2.16966,2.0,1,1,1,1,0.5682633329045814
6,450,la Dreta de l'Eixample,Eixample,Entire home/apt,76,1,"[""Cable TV"", ""Pack \u2019n play/Travel crib - available upon request"", ""Crib - available upon request"", ""Cooking basics"", ""Ethernet connection"", ""Dining table"", ""Private patio or balcony"", ""Smart lock"", ""Heating - split type ductless system"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Clothing storage: closet and wardrobe"", ""Dishwasher"", ""Coffee maker"", ""High chair - available upon request"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Nespresso machine"", ""Backyard"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Body soap"", ""Elevator"", ""Induction stove"", ""Long term stays allowed"", ""Oven"", ""HDTV with Netflix, standard cable"", ""Hair dryer"", ""AC - split type ductless system"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""Outdoor furniture"", ""Paid parking lot off premises""]",0,3.0,3.0,28,5.0,5.0,5.0,40,41.39335,2.17518,2.0,0,1,1,1,0.8743737519765535
6,450,el Barri Gòtic,Ciutat Vella,Entire home/apt,50,16,"[""Fire extinguisher"", ""Stove"", ""Air conditioning"", ""Cooking basics"", ""Ethernet connection"", ""Dining table"", ""Private patio or balcony"", ""Room-darkening shades"", ""Hot water kettle"", ""Freezer"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""TV"", ""Microwave"", ""Toaster"", ""Extra pillows and blankets"", ""Iron"", ""Bread maker"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Outdoor dining area"", ""Hair dryer"", ""Washer"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Outdoor furniture""]",1,3.0,3.0,2,4.81,4.94,4.56,2,41.38338,2.17932,3.0,1,1,1,1,1.4740585756814348
13,448,la Dreta de l'Eixample,Eixample,Entire home/apt,34,265,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Private patio or balcony"", ""High chair"", ""Hangers"", ""TV"", ""Microwave"", ""Paid parking on premises"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Paid parking off premises"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Washer"", ""Laundromat nearby"", ""Luggage dropoff allowed""]",2,5.0,10.0,3,4.56,4.93,4.52,3,41.39225,2.162549,3.0,1,1,1,1,0.23986304565623376
10,445,Vallcarca i els Penitents,Gràcia,Entire home/apt,40,20,"[""Cable TV"", ""Fire extinguisher"", ""Mini fridge"", ""Cooking basics"", ""Paid dryer \u2013 In building"", ""Dining table"", ""Private patio or balcony"", ""Room-darkening shades"", ""Paid parking garage off premises"", ""Hangers"", ""Freezer"", ""HDTV with Amazon Prime Video, Netflix, standard cable"", ""Microwave"", ""Paid washer \u2013 In building"", ""Extra pillows and blankets"", ""Toaster"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Single level home"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Clothing storage: closet"", ""Essentials"", ""Bed linens"", ""Crib"", ""Induction stove"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""AC - split type ductless system"", ""Laundromat nearby"", ""Luggage dropoff allowed""]",0,4.0,10.0,1,4.6,4.44,4.37,9,41.409,2.1481,2.0,0,1,1,0,2.4310179738815796
10,445,la Dreta de l'Eixample,Eixample,Entire home/apt,56,43,"[""Air conditioning"", ""Dryer"", ""High chair"", ""TV"", ""Microwave"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Hair dryer"", ""Washer""]",2,4.0,9.0,1,4.56,4.98,4.49,38,41.3883,2.17063,2.0,1,1,1,1,0.5660053411579016
12,443,el Poble Sec,Sants-Montjuïc,Entire home/apt,88,3,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""High chair"", ""Room-darkening shades"", ""Hangers"", ""TV"", ""Microwave"", ""Extra pillows and blankets"", ""Iron"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Private entrance"", ""Long term stays allowed"", ""Oven"", ""Paid parking off premises"", ""Hair dryer"", ""Washer"", ""Luggage dropoff allowed"", ""Patio or balcony""]",0,4.0,10.0,1,4.0,5.0,3.67,127,41.37379,2.16818,4.0,1,1,1,1,1.9567304933242358
5,442,Sant Antoni,Eixample,Entire home/apt,67,25,"[""Air conditioning"", ""Dryer"", ""Hangers"", ""Hot water kettle"", ""Cleaning products"", ""TV"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Patio or balcony"", ""Clothing storage""]",3,3.0,3.0,3,4.6,4.6,4.48,161,41.38364,2.1609,2.0,1,1,1,1,0.9136858954464075
6,441,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,Entire home/apt,64,4,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Dryer"", ""High chair"", ""Room-darkening shades"", ""Hangers"", ""Bathtub"", ""TV"", ""Microwave"", ""Paid parking on premises"", ""Iron"", ""Waterfront"", ""Single level home"", ""Dishwasher"", ""Coffee maker"", ""Free street parking"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Babysitter recommendations"", ""Carbon monoxide alarm"", ""Heating"", ""Backyard"", ""Pool"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Washer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Beachfront""]",2,2.0,4.0,2,4.0,4.5,4.25,2,41.40421,2.21581,2.0,1,1,1,1,4.4703194963344846
5,440,la Vila de Gràcia,Gràcia,Entire home/apt,83,1,"[""Kitchen"", ""Long term stays allowed"", ""Fire extinguisher"", ""Shampoo"", ""Air conditioning"", ""Washer"", ""Iron"", ""Essentials"", ""Dedicated workspace"", ""Room-darkening shades"", ""Hangers"", ""Coffee maker""]",0,2.0,2.0,1,5.0,5.0,5.0,15,41.39905,2.15891,1.0,1,1,1,0,1.010330725169569
5,440,la Vila de Gràcia,Gràcia,Entire home/apt,83,13,"[""Kitchen"", ""Long term stays allowed"", ""Fire extinguisher"", ""Shampoo"", ""Air conditioning"", ""Washer"", ""Iron"", ""Essentials"", ""Dedicated workspace"", ""Room-darkening shades"", ""Hangers"", ""Coffee maker""]",0,2.0,2.0,1,4.92,5.0,4.69,15,41.39716,2.15917,1.0,1,1,1,0,0.8232526453518243
7,440,la Dreta de l'Eixample,Eixample,Entire home/apt,74,1,"[""Cable TV"", ""Central heating"", ""Fire extinguisher"", ""Cooking basics"", ""Ethernet connection"", ""Dining table"", ""Smart lock"", ""Clothing storage: closet and walk-in closet"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Paid folding or convertible high chair - available upon request"", ""Wifi"", ""Dishes and silverware"", ""Nespresso machine"", ""Refrigerator"", ""Bidet"", ""Essentials"", ""Bed linens"", ""Body soap"", ""Elevator"", ""Induction stove"", ""Private entrance"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""HDTV with Apple TV, Roku, standard cable"", ""AC - split type ductless system"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""Shared gym in building"", ""Paid parking lot off premises""]",0,3.0,5.0,28,5.0,5.0,5.0,40,41.38952,2.16452,2.0,0,1,1,1,0.19626726086016186
4,440,la Barceloneta,Ciutat Vella,Entire home/apt,61,30,"[""Cable TV"", ""Fire extinguisher"", ""Stove"", ""Air conditioning"", ""Cooking basics"", ""Dryer"", ""Hangers"", ""Microwave"", ""Extra pillows and blankets"", ""Iron"", ""Shower gel"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Long term stays allowed"", ""Oven"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer"", ""TV with standard cable"", ""Washer"", ""Smoke alarm"", ""Patio or balcony"", ""Beachfront""]",3,2.0,2.0,3,4.83,4.97,4.47,5,41.37884,2.19103,2.0,1,1,1,0,2.5659877494192975
3,437,el Poblenou,Sant Martí,Entire home/apt,81,188,"[""Cable TV"", ""Stove"", ""Washer \u2013\u00a0In unit"", ""Cooking basics"", ""Security cameras on property"", ""High chair"", ""Hangers"", ""Central air conditioning"", ""32\"" HDTV with standard cable"", ""Microwave"", ""Paid parking on premises"", ""Iron"", ""Waterfront"", ""Dishwasher"", ""Coffee maker"", ""Free street parking"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Babysitter recommendations"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Free dryer"", ""Elevator"", ""Crib"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Shared pool"", ""Beachfront""]",3,1.0,2.0,1,4.68,4.77,4.47,6,41.39909,2.20733,1.0,0,1,1,1,3.6305263080883545
10,437,la Dreta de l'Eixample,Eixample,Entire home/apt,62,272,"[""Air conditioning"", ""Cooking basics"", ""Dryer"", ""High chair"", ""Hangers"", ""TV"", ""Microwave"", ""Extra pillows and blankets"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Backyard"", ""Refrigerator"", ""Bed linens"", ""Elevator"", ""Crib"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Washer"", ""Smoke alarm""]",3,6.0,7.0,4,4.77,4.97,4.7,5,41.39051,2.1641,2.0,1,1,1,1,0.11499219030030654
9,437,el Raval,Ciutat Vella,Entire home/apt,52,4,"[""Kitchen"", ""Long term stays allowed"", ""Dishes and silverware"", ""Wifi"", ""Paid parking off premises"", ""Heating"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Iron"", ""Essentials"", ""Bed linens"", ""Dedicated workspace"", ""Patio or balcony"", ""Hangers"", ""Coffee maker"", ""Free street parking""]",2,4.0,5.0,1,5.0,5.0,4.5,5,41.37802,2.17557,4.0,1,1,1,0,1.7099433076569608
6,434,la Dreta de l'Eixample,Eixample,Entire home/apt,41,18,"[""Cable TV"", ""Fire extinguisher"", ""Stove"", ""Air conditioning"", ""Cooking basics"", ""Dryer"", ""Private patio or balcony"", ""Microwave"", ""Iron"", ""Shower gel"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""TV with standard cable"", ""Washer""]",1,3.0,5.0,2,5.0,5.0,4.56,8,41.39095,2.16931,2.0,1,1,1,1,0.3538496064574409
6,434,la Dreta de l'Eixample,Eixample,Entire home/apt,44,21,"[""Cable TV"", ""Fire extinguisher"", ""Stove"", ""Air conditioning"", ""Cooking basics"", ""Dryer"", ""Private patio or balcony"", ""High chair"", ""Hangers"", ""Microwave"", ""Iron"", ""Shower gel"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""TV with standard cable"", ""Washer"", ""Luggage dropoff allowed""]",1,3.0,5.0,2,4.95,4.95,4.75,8,41.39256,2.16457,1.5,1,1,1,1,0.15364044809869962
6,434,la Dreta de l'Eixample,Eixample,Entire home/apt,46,78,"[""Cooking basics"", ""Ethernet connection"", ""Dryer"", ""Private patio or balcony"", ""High chair"", ""Room-darkening shades"", ""Hangers"", ""Bathtub"", ""Electric stove"", ""Central air conditioning"", ""TV"", ""Microwave"", ""Extra pillows and blankets"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Stainless steel oven"", ""Crib"", ""Private entrance"", ""Host greets you"", ""Long term stays allowed"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Washer"", ""Smoke alarm"", ""Dedicated workspace""]",5,3.0,4.0,4,4.87,4.94,4.78,6,41.39525,2.16765,2.0,0,1,1,1,0.49522929236722546
10,433,Vallcarca i els Penitents,Gràcia,Entire home/apt,40,40,"[""Cable TV"", ""Fire extinguisher"", ""Mini fridge"", ""Cooking basics"", ""Paid dryer \u2013 In building"", ""Dining table"", ""Private patio or balcony"", ""Room-darkening shades"", ""Paid parking garage off premises"", ""Hangers"", ""Freezer"", ""HDTV with Amazon Prime Video, Netflix, standard cable"", ""Microwave"", ""Paid washer \u2013 In building"", ""Extra pillows and blankets"", ""Toaster"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Single level home"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Clothing storage: closet"", ""Essentials"", ""Bed linens"", ""Crib"", ""Induction stove"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""AC - split type ductless system"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Outdoor furniture""]",0,4.0,10.0,1,4.82,4.42,4.45,9,41.41073,2.14704,2.0,0,1,1,0,2.6391632560667553
4,433,la Vila de Gràcia,Gràcia,Entire home/apt,14,13,"[""Kitchen"", ""Long term stays allowed"", ""Dishes and silverware"", ""Wifi"", ""Shampoo"", ""Heating"", ""Air conditioning"", ""TV"", ""Cooking basics"", ""Essentials"", ""Elevator"", ""Coffee maker""]",0,2.0,2.0,2,5.0,5.0,4.77,4,41.39769,2.15723,2.0,1,1,1,1,0.9719938661651638
8,433,la Dreta de l'Eixample,Eixample,Entire home/apt,48,27,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Security cameras on property"", ""Room-darkening shades"", ""Hangers"", ""TV"", ""Microwave"", ""Paid parking on premises"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Babysitter recommendations"", ""Heating"", ""Backyard"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Patio or balcony""]",0,4.0,4.0,1,4.56,4.93,4.56,43,41.39128,2.16738,2.0,1,1,1,1,0.19151256182556822
8,433,la Dreta de l'Eixample,Eixample,Entire home/apt,48,35,"[""Air conditioning"", ""Cooking basics"", ""Hangers"", ""TV"", ""Iron"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Backyard"", ""Essentials"", ""Bed linens"", ""Outdoor shower"", ""Elevator"", ""Crib"", ""Long term stays allowed"", ""Paid parking off premises"", ""Hair dryer"", ""Washer"", ""Dedicated workspace"", ""Patio or balcony"", ""Outdoor furniture"", ""Building staff""]",2,4.0,4.0,1,4.71,4.86,4.4,20,41.39016,2.16639,2.5,1,1,0,1,0.16154341971174396
6,433,la Dreta de l'Eixample,Eixample,Entire home/apt,73,6,"[""Cable TV"", ""Fire extinguisher"", ""Baby bath"", ""Air conditioning"", ""Cooking basics"", ""Dryer"", ""High chair"", ""Hangers"", ""Children\u2019s books and toys"", ""Microwave"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Lockbox"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Pool"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Paid parking off premises"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""TV with standard cable"", ""Washer"", ""Smoke alarm"", ""Luggage dropoff allowed""]",1,2.0,4.0,1,4.83,5.0,4.5,7,41.39195,2.17395,2.0,1,1,1,1,0.7437869378673361
6,432,la Dreta de l'Eixample,Eixample,Entire home/apt,44,114,"[""Air conditioning"", ""Dryer"", ""Self check-in"", ""High chair"", ""Bedroom comforts"", ""Bathtub"", ""TV"", ""Iron"", ""Bathroom essentials"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Elevator"", ""Crib"", ""Paid parking off premises"", ""Hair dryer"", ""Washer"", ""Smoke alarm""]",3,3.0,5.0,1,4.73,4.91,4.68,34,41.38748,2.16802,2.0,1,1,1,1,0.4838751786158752
